lambda      alk
1.44966e+00 2.01690e+00
1.45143e+00 2.01221e+00
1.45320e+00 2.00753e+00
1.45498e+00 2.00286e+00
1.45676e+00 1.99820e+00
1.45853e+00 1.99355e+00
1.46032e+00 1.98891e+00
1.46210e+00 1.98428e+00
1.46389e+00 1.97967e+00
1.46567e+00 1.97506e+00
1.46746e+00 1.97046e+00
1.46926e+00 1.96587e+00
1.47105e+00 1.96129e+00
1.47285e+00 1.95672e+00
1.47465e+00 1.95216e+00
1.47645e+00 1.94761e+00
1.47825e+00 1.94307e+00
1.48006e+00 1.93854e+00
1.48187e+00 1.93403e+00
1.48368e+00 1.92952e+00
1.48549e+00 1.92502e+00
1.48730e+00 1.92053e+00
1.48912e+00 1.91605e+00
1.49094e+00 1.91159e+00
1.49276e+00 1.90713e+00
1.49458e+00 1.90268e+00
1.49641e+00 1.89825e+00
1.49824e+00 1.89382e+00
1.50007e+00 1.88940e+00
1.50190e+00 1.88500e+00
1.50373e+00 1.88060e+00
1.50557e+00 1.87622e+00
1.50741e+00 1.87184e+00
1.50925e+00 1.86748e+00
1.51109e+00 1.86312e+00
1.51294e+00 1.85878e+00
1.51479e+00 1.85444e+00
1.51664e+00 1.85012e+00
1.51849e+00 1.84581e+00
1.52034e+00 1.84151e+00
1.52220e+00 1.83721e+00
1.52406e+00 1.83293e+00
1.52592e+00 1.82866e+00
1.52779e+00 1.82440e+00
1.52965e+00 1.82015e+00
1.53152e+00 1.81591e+00
1.53339e+00 1.81168e+00
1.53527e+00 1.80746e+00
1.53714e+00 1.80326e+00
1.53902e+00 1.79906e+00
1.54090e+00 1.79487e+00
1.54278e+00 1.79069e+00
1.54466e+00 1.78653e+00
1.54655e+00 1.78237e+00
1.54844e+00 1.77823e+00
1.55033e+00 1.77409e+00
1.55223e+00 1.76997e+00
1.55412e+00 1.76586e+00
1.55602e+00 1.76176e+00
1.55792e+00 1.75766e+00
1.55982e+00 1.75358e+00
1.56173e+00 1.74951e+00
1.56364e+00 1.74545e+00
1.56555e+00 1.74140e+00
1.56746e+00 1.73737e+00
1.56937e+00 1.73334e+00
1.57129e+00 1.72932e+00
1.57321e+00 1.72532e+00
1.57513e+00 1.72132e+00
1.57705e+00 1.71734e+00
1.57898e+00 1.71336e+00
1.58091e+00 1.70940e+00
1.58284e+00 1.70545e+00
1.58477e+00 1.70150e+00
1.58671e+00 1.69757e+00
1.58865e+00 1.69365e+00
1.59059e+00 1.68974e+00
1.59253e+00 1.68584e+00
1.59448e+00 1.68196e+00
1.59642e+00 1.67808e+00
1.59837e+00 1.67421e+00
1.60033e+00 1.67036e+00
1.60228e+00 1.66651e+00
1.60424e+00 1.66268e+00
1.60620e+00 1.65885e+00
1.60816e+00 1.65504e+00
1.61012e+00 1.65124e+00
1.61209e+00 1.64745e+00
1.61406e+00 1.64367e+00
1.61603e+00 1.63990e+00
1.61801e+00 1.63614e+00
1.61998e+00 1.63239e+00
1.62196e+00 1.62866e+00
1.62394e+00 1.62493e+00
1.62593e+00 1.62122e+00
1.62791e+00 1.61751e+00
1.62990e+00 1.61382e+00
1.63189e+00 1.61014e+00
1.63388e+00 1.60647e+00
1.63588e+00 1.60281e+00
1.63788e+00 1.59916e+00
1.63988e+00 1.59552e+00
1.64188e+00 1.59189e+00
1.64389e+00 1.58827e+00
1.64590e+00 1.58467e+00
1.64791e+00 1.58107e+00
1.64992e+00 1.57749e+00
1.65193e+00 1.57391e+00
1.65395e+00 1.57035e+00
1.65597e+00 1.56680e+00
1.65799e+00 1.56326e+00
1.66002e+00 1.55973e+00
1.66205e+00 1.55621e+00
1.66408e+00 1.55270e+00
1.66611e+00 1.54920e+00
1.66815e+00 1.54572e+00
1.67018e+00 1.54224e+00
1.67222e+00 1.53878e+00
1.67427e+00 1.53532e+00
1.67631e+00 1.53188e+00
1.67836e+00 1.52845e+00
1.68041e+00 1.52503e+00
1.68246e+00 1.52162e+00
1.68452e+00 1.51822e+00
1.68657e+00 1.51483e+00
1.68863e+00 1.51145e+00
1.69070e+00 1.50808e+00
1.69276e+00 1.50473e+00
1.69483e+00 1.50138e+00
1.69690e+00 1.49805e+00
1.69897e+00 1.49472e+00
1.70105e+00 1.49141e+00
1.70313e+00 1.48811e+00
1.70521e+00 1.48482e+00
1.70729e+00 1.48154e+00
1.70937e+00 1.47827e+00
1.71146e+00 1.47501e+00
1.71355e+00 1.47176e+00
1.71565e+00 1.46853e+00
1.71774e+00 1.46530e+00
1.71984e+00 1.46208e+00
1.72194e+00 1.45888e+00
1.72404e+00 1.45569e+00
1.72615e+00 1.45250e+00
1.72826e+00 1.44933e+00
1.73037e+00 1.44617e+00
1.73248e+00 1.44302e+00
1.73460e+00 1.43988e+00
1.73672e+00 1.43675e+00
1.73884e+00 1.43363e+00
1.74096e+00 1.43052e+00
1.74309e+00 1.42742e+00
1.74522e+00 1.42434e+00
1.74735e+00 1.42126e+00
1.74948e+00 1.41819e+00
1.75162e+00 1.41514e+00
1.75376e+00 1.41210e+00
1.75590e+00 1.40906e+00
1.75805e+00 1.40604e+00
1.76020e+00 1.40303e+00
1.76235e+00 1.40003e+00
1.76450e+00 1.39703e+00
1.76665e+00 1.39405e+00
1.76881e+00 1.39108e+00
1.77097e+00 1.38812e+00
1.77313e+00 1.38518e+00
1.77530e+00 1.38224e+00
1.77747e+00 1.37931e+00
1.77964e+00 1.37639e+00
1.78181e+00 1.37348e+00
1.78399e+00 1.37059e+00
1.78617e+00 1.36770e+00
1.78835e+00 1.36483e+00
1.79054e+00 1.36196e+00
1.79272e+00 1.35911e+00
1.79491e+00 1.35626e+00
1.79711e+00 1.35343e+00
1.79930e+00 1.35060e+00
1.80150e+00 1.34779e+00
1.80370e+00 1.34499e+00
1.80590e+00 1.34219e+00
1.80811e+00 1.33941e+00
1.81032e+00 1.33664e+00
1.81253e+00 1.33387e+00
1.81474e+00 1.33112e+00
1.81696e+00 1.32838e+00
1.81918e+00 1.32565e+00
1.82140e+00 1.32293e+00
1.82362e+00 1.32022e+00
1.82585e+00 1.31751e+00
1.82808e+00 1.31482e+00
1.83032e+00 1.31214e+00
1.83255e+00 1.30947e+00
1.83479e+00 1.30681e+00
1.83703e+00 1.30416e+00
1.83927e+00 1.30151e+00
1.84152e+00 1.29888e+00
1.84377e+00 1.29626e+00
1.84602e+00 1.29365e+00
1.84828e+00 1.29105e+00
1.85053e+00 1.28846e+00
1.85280e+00 1.28587e+00
1.85506e+00 1.28330e+00
1.85732e+00 1.28074e+00
1.85959e+00 1.27818e+00
1.86186e+00 1.27564e+00
1.86414e+00 1.27311e+00
1.86642e+00 1.27058e+00
1.86870e+00 1.26807e+00
1.87098e+00 1.26556e+00
1.87326e+00 1.26307e+00
1.87555e+00 1.26058e+00
1.87784e+00 1.25811e+00
1.88014e+00 1.25564e+00
1.88243e+00 1.25318e+00
1.88473e+00 1.25073e+00
1.88703e+00 1.24829e+00
1.88934e+00 1.24586e+00
1.89165e+00 1.24344e+00
1.89396e+00 1.24103e+00
1.89627e+00 1.23863e+00
1.89859e+00 1.23624e+00
1.90091e+00 1.23385e+00
1.90323e+00 1.23148e+00
1.90555e+00 1.22911e+00
1.90788e+00 1.22676e+00
1.91021e+00 1.22441e+00
1.91254e+00 1.22207e+00
1.91488e+00 1.21974e+00
1.91722e+00 1.21742e+00
1.91956e+00 1.21511e+00
1.92191e+00 1.21281e+00
1.92425e+00 1.21051e+00
1.92660e+00 1.20823e+00
1.92896e+00 1.20595e+00
1.93131e+00 1.20368e+00
1.93367e+00 1.20142e+00
1.93603e+00 1.19917e+00
1.93840e+00 1.19693e+00
1.94077e+00 1.19470e+00
1.94314e+00 1.19247e+00
1.94551e+00 1.19026e+00
1.94789e+00 1.18805e+00
1.95027e+00 1.18585e+00
1.95265e+00 1.18365e+00
1.95503e+00 1.18147e+00
1.95742e+00 1.17929e+00
1.95981e+00 1.17713e+00
1.96221e+00 1.17497e+00
1.96460e+00 1.17282e+00
1.96700e+00 1.17067e+00
1.96941e+00 1.16854e+00
1.97181e+00 1.16641e+00
1.97422e+00 1.16429e+00
1.97663e+00 1.16218e+00
1.97905e+00 1.16007e+00
1.98146e+00 1.15798e+00
1.98388e+00 1.15589e+00
1.98631e+00 1.15381e+00
1.98873e+00 1.15173e+00
1.99116e+00 1.14967e+00
1.99359e+00 1.14761e+00
1.99603e+00 1.14556e+00
1.99847e+00 1.14351e+00
2.00091e+00 1.14148e+00
2.00335e+00 1.13945e+00
2.00580e+00 1.13742e+00
2.00825e+00 1.13541e+00
2.01070e+00 1.13340e+00
2.01316e+00 1.13140e+00
2.01562e+00 1.12940e+00
2.01808e+00 1.12741e+00
2.02054e+00 1.12543e+00
2.02301e+00 1.12346e+00
2.02548e+00 1.12149e+00
2.02796e+00 1.11953e+00
2.03044e+00 1.11758e+00
2.03292e+00 1.11563e+00
2.03540e+00 1.11369e+00
2.03788e+00 1.11175e+00
2.04037e+00 1.10982e+00
2.04287e+00 1.10790e+00
2.04536e+00 1.10598e+00
2.04786e+00 1.10407e+00
2.05036e+00 1.10217e+00
2.05287e+00 1.10027e+00
2.05537e+00 1.09838e+00
2.05788e+00 1.09649e+00
2.06040e+00 1.09461e+00
2.06291e+00 1.09273e+00
2.06543e+00 1.09086e+00
2.06796e+00 1.08900e+00
2.07048e+00 1.08714e+00
2.07301e+00 1.08529e+00
2.07554e+00 1.08344e+00
2.07808e+00 1.08160e+00
2.08062e+00 1.07976e+00
2.08316e+00 1.07793e+00
2.08570e+00 1.07610e+00
2.08825e+00 1.07428e+00
2.09080e+00 1.07246e+00
2.09336e+00 1.07065e+00
2.09591e+00 1.06884e+00
2.09847e+00 1.06704e+00
2.10104e+00 1.06524e+00
2.10360e+00 1.06344e+00
2.10617e+00 1.06165e+00
2.10874e+00 1.05987e+00
2.11132e+00 1.05809e+00
2.11390e+00 1.05631e+00
2.11648e+00 1.05453e+00
2.11907e+00 1.05277e+00
2.12165e+00 1.05100e+00
2.12425e+00 1.04924e+00
2.12684e+00 1.04748e+00
2.12944e+00 1.04573e+00
2.13204e+00 1.04398e+00
2.13464e+00 1.04223e+00
2.13725e+00 1.04048e+00
2.13986e+00 1.03874e+00
2.14248e+00 1.03701e+00
2.14509e+00 1.03527e+00
2.14771e+00 1.03354e+00
2.15034e+00 1.03181e+00
2.15296e+00 1.03009e+00
2.15559e+00 1.02836e+00
2.15823e+00 1.02664e+00
2.16086e+00 1.02493e+00
2.16350e+00 1.02321e+00
2.16614e+00 1.02150e+00
2.16879e+00 1.01979e+00
2.17144e+00 1.01808e+00
2.17409e+00 1.01638e+00
2.17675e+00 1.01468e+00
2.17941e+00 1.01298e+00
2.18207e+00 1.01129e+00
2.18473e+00 1.00960e+00
2.18740e+00 1.00791e+00
2.19007e+00 1.00622e+00
2.19275e+00 1.00454e+00
2.19543e+00 1.00286e+00
2.19811e+00 1.00118e+00
2.20079e+00 9.99505e-01
2.20348e+00 9.97833e-01
2.20617e+00 9.96165e-01
2.20887e+00 9.94498e-01
2.21157e+00 9.92835e-01
2.21427e+00 9.91175e-01
2.21697e+00 9.89518e-01
2.21968e+00 9.87863e-01
2.22239e+00 9.86212e-01
2.22511e+00 9.84563e-01
2.22782e+00 9.82918e-01
2.23055e+00 9.81275e-01
2.23327e+00 9.79635e-01
2.23600e+00 9.77999e-01
2.23873e+00 9.76365e-01
2.24146e+00 9.74734e-01
2.24420e+00 9.73106e-01
2.24694e+00 9.71481e-01
2.24969e+00 9.69859e-01
2.25244e+00 9.68240e-01
2.25519e+00 9.66624e-01
2.25794e+00 9.65011e-01
2.26070e+00 9.63401e-01
2.26346e+00 9.61794e-01
2.26623e+00 9.60190e-01
2.26899e+00 9.58589e-01
2.27177e+00 9.56991e-01
2.27454e+00 9.55396e-01
2.27732e+00 9.53803e-01
2.28010e+00 9.52214e-01
2.28289e+00 9.50628e-01
2.28567e+00 9.49046e-01
2.28847e+00 9.47466e-01
2.29126e+00 9.45889e-01
2.29406e+00 9.44315e-01
2.29686e+00 9.42744e-01
2.29967e+00 9.41176e-01
2.30248e+00 9.39612e-01
2.30529e+00 9.38050e-01
2.30810e+00 9.36491e-01
2.31092e+00 9.34936e-01
2.31375e+00 9.33383e-01
2.31657e+00 9.31834e-01
2.31940e+00 9.30288e-01
2.32224e+00 9.28744e-01
2.32507e+00 9.27204e-01
2.32791e+00 9.25667e-01
2.33076e+00 9.24133e-01
2.33360e+00 9.22602e-01
2.33645e+00 9.21075e-01
2.33931e+00 9.19550e-01
2.34216e+00 9.18028e-01
2.34503e+00 9.16510e-01
2.34789e+00 9.14995e-01
2.35076e+00 9.13482e-01
2.35363e+00 9.11973e-01
2.35650e+00 9.10467e-01
2.35938e+00 9.08964e-01
2.36226e+00 9.07465e-01
2.36515e+00 9.05968e-01
2.36804e+00 9.04475e-01
2.37093e+00 9.02984e-01
2.37383e+00 9.01497e-01
2.37673e+00 9.00013e-01
2.37963e+00 8.98532e-01
2.38254e+00 8.97055e-01
2.38545e+00 8.95580e-01
2.38836e+00 8.94109e-01
2.39128e+00 8.92640e-01
2.39420e+00 8.91175e-01
2.39712e+00 8.89713e-01
2.40005e+00 8.88255e-01
2.40298e+00 8.86799e-01
2.40592e+00 8.85347e-01
2.40886e+00 8.83897e-01
2.41180e+00 8.82451e-01
2.41474e+00 8.81008e-01
2.41769e+00 8.79569e-01
2.42065e+00 8.78132e-01
2.42360e+00 8.76699e-01
2.42656e+00 8.75269e-01
2.42953e+00 8.73842e-01
2.43250e+00 8.72418e-01
2.43547e+00 8.70998e-01
2.43844e+00 8.69580e-01
2.44142e+00 8.68166e-01
2.44440e+00 8.66755e-01
2.44739e+00 8.65347e-01
2.45038e+00 8.63943e-01
2.45337e+00 8.62542e-01
2.45637e+00 8.61143e-01
2.45937e+00 8.59749e-01
2.46237e+00 8.58357e-01
2.46538e+00 8.56968e-01
2.46839e+00 8.55583e-01
2.47141e+00 8.54201e-01
2.47443e+00 8.52822e-01
2.47745e+00 8.51447e-01
2.48047e+00 8.50074e-01
2.48350e+00 8.48705e-01
2.48654e+00 8.47339e-01
2.48957e+00 8.45976e-01
2.49262e+00 8.44617e-01
2.49566e+00 8.43260e-01
2.49871e+00 8.41907e-01
2.50176e+00 8.40558e-01
2.50482e+00 8.39211e-01
2.50788e+00 8.37868e-01
2.51094e+00 8.36527e-01
2.51401e+00 8.35190e-01
2.51708e+00 8.33857e-01
2.52015e+00 8.32526e-01
2.52323e+00 8.31199e-01
2.52631e+00 8.29875e-01
2.52940e+00 8.28554e-01
2.53249e+00 8.27237e-01
2.53558e+00 8.25922e-01
2.53868e+00 8.24611e-01
2.54178e+00 8.23304e-01
2.54488e+00 8.21999e-01
2.54799e+00 8.20697e-01
2.55110e+00 8.19399e-01
2.55422e+00 8.18104e-01
2.55734e+00 8.16813e-01
2.56046e+00 8.15524e-01
2.56359e+00 8.14239e-01
2.56672e+00 8.12957e-01
2.56986e+00 8.11678e-01
2.57300e+00 8.10403e-01
2.57614e+00 8.09130e-01
2.57929e+00 8.07861e-01
2.58244e+00 8.06595e-01
2.58559e+00 8.05333e-01
2.58875e+00 8.04073e-01
2.59191e+00 8.02817e-01
2.59508e+00 8.01564e-01
2.59825e+00 8.00314e-01
2.60142e+00 7.99067e-01
2.60460e+00 7.97824e-01
2.60778e+00 7.96584e-01
2.61097e+00 7.95347e-01
2.61416e+00 7.94113e-01
2.61735e+00 7.92883e-01
2.62055e+00 7.91655e-01
2.62375e+00 7.90431e-01
2.62695e+00 7.89210e-01
2.63016e+00 7.87993e-01
2.63337e+00 7.86778e-01
2.63659e+00 7.85567e-01
2.63981e+00 7.84359e-01
2.64303e+00 7.83154e-01
2.64626e+00 7.81952e-01
2.64950e+00 7.80753e-01
2.65273e+00 7.79558e-01
2.65597e+00 7.78366e-01
2.65922e+00 7.77177e-01
2.66246e+00 7.75991e-01
2.66572e+00 7.74808e-01
2.66897e+00 7.73629e-01
2.67223e+00 7.72452e-01
2.67550e+00 7.71279e-01
2.67876e+00 7.70109e-01
2.68204e+00 7.68942e-01
2.68531e+00 7.67778e-01
2.68859e+00 7.66618e-01
2.69188e+00 7.65460e-01
2.69516e+00 7.64306e-01
2.69846e+00 7.63155e-01
2.70175e+00 7.62007e-01
2.70505e+00 7.60862e-01
2.70836e+00 7.59720e-01
2.71167e+00 7.58581e-01
2.71498e+00 7.57446e-01
2.71829e+00 7.56313e-01
2.72161e+00 7.55184e-01
2.72494e+00 7.54058e-01
2.72827e+00 7.52934e-01
2.73160e+00 7.51814e-01
2.73494e+00 7.50697e-01
2.73828e+00 7.49583e-01
2.74162e+00 7.48473e-01
2.74497e+00 7.47365e-01
2.74832e+00 7.46260e-01
2.75168e+00 7.45158e-01
2.75504e+00 7.44060e-01
2.75841e+00 7.42964e-01
2.76178e+00 7.41872e-01
2.76515e+00 7.40782e-01
2.76853e+00 7.39696e-01
2.77191e+00 7.38612e-01
2.77529e+00 7.37532e-01
2.77868e+00 7.36454e-01
2.78208e+00 7.35380e-01
2.78548e+00 7.34308e-01
2.78888e+00 7.33240e-01
2.79229e+00 7.32175e-01
2.79570e+00 7.31112e-01
2.79911e+00 7.30053e-01
2.80253e+00 7.28996e-01
2.80595e+00 7.27942e-01
2.80938e+00 7.26892e-01
2.81281e+00 7.25844e-01
2.81625e+00 7.24799e-01
2.81969e+00 7.23757e-01
2.82313e+00 7.22718e-01
2.82658e+00 7.21682e-01
2.83003e+00 7.20649e-01
2.83349e+00 7.19619e-01
2.83695e+00 7.18592e-01
2.84042e+00 7.17567e-01
2.84389e+00 7.16545e-01
2.84736e+00 7.15527e-01
2.85084e+00 7.14511e-01
2.85432e+00 7.13498e-01
2.85781e+00 7.12487e-01
2.86130e+00 7.11480e-01
2.86479e+00 7.10475e-01
2.86829e+00 7.09473e-01
2.87179e+00 7.08474e-01
2.87530e+00 7.07478e-01
2.87881e+00 7.06485e-01
2.88233e+00 7.05494e-01
2.88585e+00 7.04506e-01
2.88938e+00 7.03521e-01
2.89291e+00 7.02538e-01
2.89644e+00 7.01558e-01
2.89998e+00 7.00581e-01
2.90352e+00 6.99607e-01
2.90707e+00 6.98635e-01
2.91062e+00 6.97666e-01
2.91417e+00 6.96700e-01
2.91773e+00 6.95736e-01
2.92130e+00 6.94775e-01
2.92486e+00 6.93817e-01
2.92844e+00 6.92861e-01
2.93201e+00 6.91908e-01
2.93560e+00 6.90957e-01
2.93918e+00 6.90009e-01
2.94277e+00 6.89064e-01
2.94637e+00 6.88121e-01
2.94996e+00 6.87181e-01
2.95357e+00 6.86243e-01
2.95718e+00 6.85308e-01
2.96079e+00 6.84375e-01
2.96440e+00 6.83445e-01
2.96803e+00 6.82517e-01
2.97165e+00 6.81592e-01
2.97528e+00 6.80669e-01
2.97891e+00 6.79748e-01
2.98255e+00 6.78830e-01
2.98620e+00 6.77915e-01
2.98984e+00 6.77002e-01
2.99350e+00 6.76091e-01
2.99715e+00 6.75183e-01
3.00081e+00 6.74277e-01
3.00448e+00 6.73373e-01
3.00815e+00 6.72471e-01
3.01182e+00 6.71572e-01
3.01550e+00 6.70676e-01
3.01919e+00 6.69781e-01
3.02287e+00 6.68889e-01
3.02657e+00 6.67999e-01
3.03026e+00 6.67111e-01
3.03396e+00 6.66226e-01
3.03767e+00 6.65342e-01
3.04138e+00 6.64461e-01
3.04510e+00 6.63582e-01
3.04881e+00 6.62705e-01
3.05254e+00 6.61831e-01
3.05627e+00 6.60958e-01
3.06000e+00 6.60088e-01
3.06374e+00 6.59219e-01
3.06748e+00 6.58353e-01
3.07123e+00 6.57489e-01
3.07498e+00 6.56626e-01
3.07874e+00 6.55766e-01
3.08250e+00 6.54908e-01
3.08626e+00 6.54052e-01
3.09003e+00 6.53197e-01
3.09380e+00 6.52345e-01
3.09758e+00 6.51495e-01
3.10137e+00 6.50646e-01
3.10516e+00 6.49799e-01
3.10895e+00 6.48955e-01
3.11275e+00 6.48121e-01
3.11655e+00 6.47282e-01
3.12036e+00 6.46442e-01
3.12417e+00 6.45605e-01
3.12798e+00 6.44780e-01
3.13180e+00 6.43953e-01
3.13563e+00 6.43129e-01
3.13946e+00 6.42317e-01
3.14329e+00 6.41499e-01
3.14713e+00 6.40694e-01
3.15098e+00 6.39897e-01
3.15483e+00 6.39116e-01
3.15868e+00 6.38337e-01
3.16254e+00 6.37581e-01
3.16640e+00 6.36828e-01
3.17027e+00 6.36106e-01
3.17414e+00 6.35399e-01
3.17802e+00 6.34719e-01
3.18190e+00 6.34070e-01
3.18579e+00 6.33445e-01
3.18968e+00 6.32865e-01
3.19357e+00 6.32329e-01
3.19747e+00 6.31826e-01
3.20138e+00 6.31378e-01
3.20529e+00 6.30985e-01
3.20921e+00 6.30646e-01
3.21313e+00 6.30357e-01
3.21705e+00 6.30120e-01
3.22098e+00 6.29952e-01
3.22491e+00 6.29828e-01
3.22885e+00 6.29751e-01
3.23280e+00 6.29723e-01
3.23675e+00 6.29724e-01
3.24070e+00 6.29756e-01
3.24466e+00 6.29806e-01
3.24862e+00 6.29857e-01
3.25259e+00 6.29901e-01
3.25656e+00 6.29917e-01
3.26054e+00 6.29902e-01
3.26452e+00 6.29837e-01
3.26851e+00 6.29709e-01
3.27250e+00 6.29493e-01
3.27650e+00 6.29208e-01
3.28050e+00 6.28823e-01
3.28451e+00 6.28341e-01
3.28852e+00 6.27773e-01
3.29254e+00 6.27111e-01
3.29656e+00 6.26371e-01
3.30059e+00 6.25562e-01
3.30462e+00 6.24697e-01
3.30866e+00 6.23803e-01
3.31270e+00 6.22909e-01
3.31674e+00 6.22045e-01
3.32079e+00 6.21234e-01
3.32485e+00 6.20521e-01
3.32891e+00 6.19973e-01
3.33298e+00 6.19654e-01
3.33705e+00 6.19669e-01
3.34113e+00 6.20143e-01
3.34521e+00 6.21235e-01
3.34929e+00 6.23068e-01
3.35338e+00 6.25720e-01
3.35748e+00 6.29102e-01
3.36158e+00 6.33014e-01
3.36569e+00 6.37007e-01
3.36980e+00 6.40597e-01
3.37391e+00 6.43288e-01
3.37804e+00 6.44739e-01
3.38216e+00 6.44927e-01
3.38629e+00 6.44050e-01
3.39043e+00 6.42517e-01
3.39457e+00 6.40758e-01
3.39872e+00 6.39131e-01
3.40287e+00 6.37827e-01
3.40702e+00 6.36867e-01
3.41119e+00 6.36166e-01
3.41535e+00 6.35589e-01
3.41952e+00 6.35009e-01
3.42370e+00 6.34344e-01
3.42788e+00 6.33559e-01
3.43207e+00 6.32684e-01
3.43626e+00 6.31750e-01
3.44046e+00 6.30805e-01
3.44466e+00 6.29898e-01
3.44887e+00 6.29025e-01
3.45308e+00 6.28175e-01
3.45730e+00 6.27291e-01
3.46152e+00 6.26304e-01
3.46575e+00 6.25112e-01
3.46999e+00 6.23635e-01
3.47422e+00 6.21828e-01
3.47847e+00 6.19683e-01
3.48272e+00 6.17249e-01
3.48697e+00 6.14611e-01
3.49123e+00 6.11880e-01
3.49549e+00 6.09194e-01
3.49976e+00 6.06650e-01
3.50404e+00 6.04312e-01
3.50832e+00 6.02222e-01
3.51260e+00 6.00349e-01
3.51689e+00 5.98666e-01
3.52119e+00 5.97093e-01
3.52549e+00 5.95566e-01
3.52980e+00 5.94000e-01
3.53411e+00 5.92338e-01
3.53843e+00 5.90556e-01
3.54275e+00 5.88620e-01
3.54708e+00 5.86534e-01
3.55141e+00 5.84320e-01
3.55575e+00 5.81992e-01
3.56009e+00 5.79596e-01
3.56444e+00 5.77177e-01
3.56879e+00 5.74755e-01
3.57315e+00 5.72377e-01
3.57752e+00 5.70087e-01
3.58189e+00 5.67894e-01
3.58626e+00 5.65828e-01
3.59064e+00 5.63906e-01
3.59503e+00 5.62131e-01
3.59942e+00 5.60495e-01
3.60381e+00 5.59006e-01
3.60822e+00 5.57649e-01
3.61262e+00 5.56418e-01
3.61704e+00 5.55286e-01
3.62145e+00 5.54259e-01
3.62588e+00 5.53308e-01
3.63031e+00 5.52428e-01
3.63474e+00 5.51608e-01
3.63918e+00 5.50835e-01
3.64363e+00 5.50096e-01
3.64808e+00 5.49380e-01
3.65253e+00 5.48690e-01
3.65699e+00 5.48026e-01
3.66146e+00 5.47364e-01
3.66593e+00 5.46723e-01
3.67041e+00 5.46085e-01
3.67489e+00 5.45451e-01
3.67938e+00 5.44831e-01
3.68388e+00 5.44202e-01
3.68838e+00 5.43588e-01
3.69288e+00 5.42976e-01
3.69739e+00 5.42368e-01
3.70191e+00 5.41763e-01
3.70643e+00 5.41161e-01
3.71096e+00 5.40562e-01
3.71549e+00 5.39966e-01
3.72003e+00 5.39373e-01
3.72457e+00 5.38783e-01
3.72912e+00 5.38196e-01
3.73368e+00 5.37612e-01
3.73824e+00 5.37031e-01
3.74281e+00 5.36453e-01
3.74738e+00 5.35878e-01
3.75195e+00 5.35306e-01
3.75654e+00 5.34737e-01
3.76113e+00 5.34171e-01
3.76572e+00 5.33608e-01
3.77032e+00 5.33048e-01
3.77493e+00 5.32492e-01
3.77954e+00 5.31938e-01
3.78415e+00 5.31387e-01
3.78878e+00 5.30839e-01
3.79340e+00 5.30294e-01
3.79804e+00 5.29753e-01
3.80268e+00 5.29214e-01
3.80732e+00 5.28678e-01
3.81197e+00 5.28145e-01
3.81663e+00 5.27616e-01
3.82129e+00 5.27089e-01
3.82596e+00 5.26565e-01
3.83063e+00 5.26044e-01
3.83531e+00 5.25526e-01
3.83999e+00 5.25011e-01
3.84468e+00 5.24500e-01
3.84938e+00 5.23991e-01
3.85408e+00 5.23485e-01
3.85879e+00 5.22982e-01
3.86350e+00 5.22482e-01
3.86822e+00 5.21985e-01
3.87295e+00 5.21491e-01
3.87768e+00 5.21000e-01
3.88241e+00 5.20512e-01
3.88716e+00 5.20027e-01
3.89191e+00 5.19544e-01
3.89666e+00 5.19065e-01
3.90142e+00 5.18589e-01
3.90618e+00 5.18115e-01
3.91096e+00 5.17645e-01
3.91573e+00 5.17178e-01
3.92052e+00 5.16713e-01
3.92530e+00 5.16251e-01
3.93010e+00 5.15793e-01
3.93490e+00 5.15337e-01
3.93971e+00 5.14884e-01
3.94452e+00 5.14434e-01
3.94934e+00 5.13987e-01
3.95416e+00 5.13543e-01
3.95899e+00 5.13101e-01
3.96383e+00 5.12663e-01
3.96867e+00 5.12228e-01
3.97352e+00 5.11795e-01
3.97837e+00 5.11365e-01
3.98323e+00 5.10938e-01
3.98809e+00 5.10514e-01
3.99297e+00 5.10093e-01
3.99784e+00 5.09675e-01
4.00273e+00 5.09260e-01
4.00762e+00 5.08847e-01
4.01251e+00 5.08437e-01
4.01741e+00 5.08030e-01
4.02232e+00 5.07626e-01
4.02723e+00 5.07225e-01
4.03215e+00 5.06827e-01
4.03708e+00 5.06431e-01
4.04201e+00 5.06038e-01
4.04694e+00 5.05648e-01
4.05189e+00 5.05261e-01
4.05684e+00 5.04877e-01
4.06179e+00 5.04495e-01
4.06675e+00 5.04116e-01
4.07172e+00 5.03740e-01
4.07669e+00 5.03367e-01
4.08167e+00 5.02996e-01
4.08666e+00 5.02629e-01
4.09165e+00 5.02264e-01
4.09665e+00 5.01901e-01
4.10165e+00 5.01542e-01
4.10666e+00 5.01185e-01
4.11168e+00 5.00831e-01
4.11670e+00 5.00479e-01
4.12173e+00 5.00130e-01
4.12677e+00 4.99784e-01
4.13181e+00 4.99441e-01
4.13685e+00 4.99100e-01
4.14191e+00 4.98762e-01
4.14697e+00 4.98427e-01
4.15203e+00 4.98094e-01
4.15710e+00 4.97764e-01
4.16218e+00 4.97436e-01
4.16726e+00 4.97112e-01
4.17235e+00 4.96789e-01
4.17745e+00 4.96470e-01
4.18255e+00 4.96153e-01
4.18766e+00 4.95838e-01
4.19278e+00 4.95527e-01
4.19790e+00 4.95217e-01
4.20303e+00 4.94911e-01
4.20816e+00 4.94606e-01
